,id,instruction,response,test_list,instruction_en
144,145,"ডানদিকে সবচেয়ে বেশি বিট সেট না করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
set_Right_most_Unset_Bit(n)","def set_Right_most_Unset_Bit(n):
    if n == 0:
        return 1
    max_bit = n.bit_length() - 1
    for pos in range(max_bit + 1):
        if not n & 1 << pos:
            return n | 1 << pos
    return n
","""['assert set_Right_most_Unset_Bit(21) == 23', 'assert set_Right_most_Unset_Bit(11) == 15', 'assert set_Right_most_Unset_Bit(15) == 15']""","Write a Python function to set the rightmost unset bit.

Example:
def set_Right_most_Unset_Bit(n: int) -> int:
"
145,146,"একটি ফাংশন লিখুন যাতে সর্বোচ্চ তিনটি সংখ্যা পাওয়া যায়।
Exammple:
max_of_three(n, n2, n3)","def max_of_three(n, n2, n3):
    return max(n, n2, n3)
","""['assert max_of_three(10,20,30)==30', 'assert max_of_three(55,47,39)==55', 'assert max_of_three(10,49,30)==49']""","Write a function to find the maximum of three numbers.

Example:
max_of_three(n1, n2, n3)
"
146,147,"একাধিক পূর্ণসংখ্যার একটি তালিকাকে একটি একক পূর্ণসংখ্যায় রূপান্তর করতে একটি পাইথন ফাংশন লিখুন।
Exammple:
convert(lst)","def convert(lst):
    return int(''.join((str(num) for num in lst)))
","""['assert convert([1,2,3]) == 123', 'assert convert([4,5,6]) == 456', 'assert convert([7,8,9]) == 789']""","Write a Python function to convert a list of multiple integers into a single integer.
Example:
convert(lst: list[int]) -> int
"
147,148,"একটি প্রদত্ত স্ট্রিং থেকে ডুপ্লিকেট শব্দ অপসারণের জন্য একটি ফাংশন লিখুন।
Exammple:
remove_duplicate(s)","def remove_duplicate(s):
    words = s.split()
    seen = set()
    result = []
    for word in words:
        if word not in seen:
            seen.add(word)
            result.append(word)
    return ' '.join(result)
","""['assert remove_duplicate(\""Python Exercises Practice Solution Exercises\"")==(\""Python Exercises Practice Solution\"")', 'assert remove_duplicate(\""Python Exercises Practice Solution Python\"")==(\""Python Exercises Practice Solution\"")', 'assert remove_duplicate(\""Python Exercises Practice Solution Practice\"")==(\""Python Exercises Practice Solution\"")']""","Write a function to remove duplicate words from a given string.

Example:

remove_duplicate(s: str) -> str
"
148,149,"দুটি পূর্ণসংখ্যার যোগ করার জন্য একটি ফাংশন লিখুন। তবে, যদি যোগফল প্রদত্ত পরিসরের মধ্যে থাকে তবে এটি 20 প্রদান করবে।
Exammple:
sum_nums(n, n2, n3, n4)","def sum_nums(n, n2, n3, n4):
    total = n + n2
    if n3 <= total <= n4:
        return 20
    return total
","""['assert sum_nums(2,10,11,20)==20', 'assert sum_nums(15,17,1,10)==32', 'assert sum_nums(10,15,5,30)==20']""","Write a function to add two integers. However, if the sum falls within a given range, it should return 20.

Example:
sum_nums(num1: int, num2: int)
"
149,150,"একটি ফাংশন লিখুন যা রেজেক্স ব্যবহার করে প্রদত্ত স্ট্রিং থেকে আলফানিউমেরিক অক্ষর ছাড়া অন্য সব কিছু সরিয়ে ফেলবে।
Exammple:
remove_extra_char(s)","import re

def remove_extra_char(s):
    return re.sub('[^a-zA-Z0-9]', '', s)
","""[\""assert remove_extra_char('**//Google Android// - 12. ') == 'GoogleAndroid12'\"", \""assert remove_extra_char('****//Google Flutter//*** - 36. ') == 'GoogleFlutter36'\"", \""assert remove_extra_char('**//Google Firebase// - 478. ') == 'GoogleFirebase478'\""]""","Write a function that removes everything from a given string except alphanumeric characters using regex.

Example:
def remove_extra_char(s: str) -> str:
"
150,151,"একটি ফাংশন লিখুন যাতে ত্রিভুজটি বৈধ কিনা তা পরীক্ষা করা যায়।
Exammple:
validity_triangle(n, n2, n3)","def validity_triangle(n, n2, n3):
    return (n > 0 and n2 > 0 and (n3 > 0)) and n + n2 + n3 == 180
","""['assert validity_triangle(60,50,90)==False', 'assert validity_triangle(45,75,60)==True', 'assert validity_triangle(30,50,100)==True']""","Write a function to check if a triangle is valid.

Example:

def validity_triangle(n1: int, n2: int, n3: int) -> bool:
"
151,152,"একটি প্রদত্ত স্ট্রিং থেকে স্পেস অপসারণের জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
remove_spaces(s)","def remove_spaces(s):
    return s.replace(' ', '')
","""['assert remove_spaces(\""a b c\"") == \""abc\""', 'assert remove_spaces(\""1 2 3\"") == \""123\""', 'assert remove_spaces(\"" b c\"") == \""bc\""']""","Write a Python function to remove spaces from a given string.

Example:
remove_spaces(s: str) -> str:
"
152,153,"একটি ফাংশন লিখুন যা ডিকশনারি কী এর উপাদানগুলিকে সূচক অনুসারে অ্যাক্সেস করে।
Exammple:
access_key(dct, n)","def access_key(dct, n):
    return list(dct.keys())[n]
","""[\""assert access_key({'physics': 80, 'math': 90, 'chemistry': 86},0)== 'physics'\"", \""assert access_key({'python':10, 'java': 20, 'C++':30},2)== 'C++'\"", \""assert access_key({'program':15,'computer':45},1)== 'computer'\""]""","Write a function that accesses the elements of a dictionary's keys by index.

Example:

```python
def access_key(dct: dict, n: int):
    # Function implementation here
    pass
```
"
153,154,"একটি সংখ্যা ক্রমের প্রবণতা বাড়ছে কিনা তা পরীক্ষা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
increasing_trend(lst)","def increasing_trend(lst):
    for i in range(len(lst) - 1):
        if lst[i] >= lst[i + 1]:
            return False
    return True
","""['assert increasing_trend([1,2,3,4]) == True', 'assert increasing_trend([4,3,2,1]) == False', 'assert increasing_trend([0,1,4,9]) == True']""","Write a Python function to check if a sequence of numbers has an increasing trend.
Example:
```python
def increasing_trend(lst: list[int]) -> bool:
```
"
154,155,"একটি সংখ্যার ক্ষুদ্রতম অক্ষরের বিভাজক খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
smallest_Divisor(n)","def smallest_Divisor(n):
    if n % 2 == 0:
        return 2
    max_divisor = int(n ** 0.5) + 1
    for i in range(3, max_divisor, 2):
        if n % i == 0:
            return i
    return n
","""['assert smallest_Divisor(10) == 2', 'assert smallest_Divisor(25) == 5', 'assert smallest_Divisor(31) == 31']""","Write a Python function to find the smallest prime divisor of a number.

Example:
smallest_Divisor(n: int) -> int:
"
155,156,"মানচিত্র এবং ল্যাম্বদা ফাংশন ব্যবহার করে দুটি তালিকার গুণ করার জন্য একটি ফাংশন লিখুন।
Exammple:
mul_list(lst, lst2)","def mul_list(lst, lst2):
    return list(map(lambda x, y: x * y, lst, lst2))
","""['assert mul_list([1, 2, 3],[4,5,6])==[4,10,18]', 'assert mul_list([1,2],[3,4])==[3,8]', 'assert mul_list([90,120],[50,70])==[4500,8400]']""","Write a function to multiply two lists using map and a lambda function.

Example:
def mul_list(lst: list, lst2: list) -> list:
"
156,157,"একটি পাইথন ফাংশন লিখুন যা দিয়ে পরীক্ষা করা যায় যে, প্রদত্ত সংখ্যাটি দুইটি বর্গক্ষেত্রের যোগফল দ্বারা উপস্থাপিত হতে পারে কি না।
Exammple:
sum_Square(n)","import math

def sum_Square(n):
    """"""একটি পাইথন ফাংশন লিখুন যা দিয়ে পরিচালিত যে, প্রদত্ত সংখ্যাটি দুইটি বর্গক্ষেত্রের যোগফল দ্বারা উপস্থাপিত হতে পারে কি না।
    Translated: Write a Python function to check if a given number can be represented as the sum of two squares.""""""
    max_a = math.isqrt(n)
    for a in range(max_a + 1):
        rem = n - a * a
        if rem < 0:
            continue
        b = math.isqrt(rem)
        if b * b == rem:
            return True
    return False
","""['assert sum_Square(25) == True', 'assert sum_Square(24) == False', 'assert sum_Square(17) == True']""","Write a Python function to check if a given number can be represented as the sum of two squares.

Example:
def sum_Square(n):
"
157,158,"একটি পুনরাবৃত্ত স্ট্রিংয়ে অক্ষরের উপস্থিতি গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
count_Char(s, s2)","def count_Char(s, s2, n=10):
    # count in full string
    full_repeats = n // len(s)
    remainder = n % len(s)

    return s.count(s2) * full_repeats + s[:remainder].count(s2)

","""['assert count_Char(\""abcac\"",\\'a\\') == 4', 'assert count_Char(\""abca\"",\\'c\\') == 2', 'assert count_Char(\""aba\"",\\'a\\') == 7']""","Write a Python function to count the occurrences of a character in a repeated string.

Example:
count_Char(string: str, character: str)
"
158,159,"১ থেকে এন এর মধ্যে মৌলিক সংখ্যার যোগফল খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
sum_Of_Primes(n)","def sum_Of_Primes(n):

    def is_prime(k):
        if k <= 1:
            return False
        if k == 2:
            return True
        if k % 2 == 0:
            return False
        for i in range(3, int(k ** 0.5) + 1, 2):
            if k % i == 0:
                return False
        return True
    total = 0
    for num in range(2, n + 1):
        if is_prime(num):
            total += num
    return total
","""['assert sum_Of_Primes(10) == 17', 'assert sum_Of_Primes(20) == 77', 'assert sum_Of_Primes(5) == 10']""","Write a Python function to find the sum of prime numbers between 1 and n.

Example:

def sum_of_primes(n):
"
159,160,"প্রদত্ত তালিকার প্রতিটি উপাদানের ফ্রিকোয়েন্সি খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
freq_element(tup)","def freq_element(tup):
    freq = {}
    for num in tup:
        freq[num] = freq.get(num, 0) + 1
    return str(freq)
","""[\""assert freq_element((4, 5, 4, 5, 6, 6, 5, 5, 4) ) == '{4: 3, 5: 4, 6: 2}'\"", \""assert freq_element((7, 8, 8, 9, 4, 7, 6, 5, 4) ) == '{7: 2, 8: 2, 9: 1, 4: 2, 6: 1, 5: 1}'\"", \""assert freq_element((1, 4, 3, 1, 4, 5, 2, 6, 2, 7) ) == '{1: 2, 4: 2, 3: 1, 5: 1, 2: 2, 6: 1, 7: 1}'\""]""","Write a function to find the frequency of each element in a given list.
Example:
freq_element(list_):
"
160,161,"পুনরাবৃত্তি ব্যবহার করে দুটি পূর্ণসংখ্যার বৃহত্তম সাধারণ বিভাজক (জিসিডি) খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
recur_gcd(n, n2)","def recur_gcd(n, n2):
    if n2 == 0:
        return n
    return recur_gcd(n2, n % n2)
","""['assert recur_gcd(12,14) == 2', 'assert recur_gcd(13,17) == 1', 'assert recur_gcd(9, 3) == 3']""","Write a function to find the greatest common divisor (GCD) of two integers using recursion.

Example:
recur_gcd(a, b)
"
161,162,"একটি জটিল সংখ্যার দৈর্ঘ্য পেতে একটি ফাংশন লিখুন।
Exammple:
len_complex(n, n2)","def len_complex(n, n2):
    return (n ** 2 + n2 ** 2) ** 0.5
","""['assert len_complex(3,4)==5.0', 'assert len_complex(9,10)==13.45362404707371', 'assert len_complex(7,9)==11.40175425099138']""","Write a function to get the length (magnitude/absolute value) of a complex number.

Example:

len_complex(complex_number)
"
162,163,"## একটি ফাংশন লিখুন যাতে প্রদত্ত পূর্ণসংখ্যা অ্যারের জন্য অ্যারের শেষে পৌঁছানোর জন্য সর্বনিম্ন সংখ্যক লাফ খুঁজে পাওয়া যায় যেখানে প্রতিটি উপাদান সেই উপাদান থেকে এগিয়ে যেতে পারে এমন সর্বোচ্চ সংখ্যক পদক্ষেপের প্রতিনিধিত্ব করে। > ইন্ডেন্টড ব্লক > ইন্ডেন্টড ব্লক
Exammple:
min_jumps(lst, n)","def min_jumps(lst, n):
    if n <= 1:
        return 0
    jumps = 0
    current_end = 0
    farthest = 0
    for i in range(n - 1):
        farthest = max(farthest, i + lst[i])
        if i == current_end:
            jumps += 1
            current_end = farthest
            if farthest >= n - 1:
                return jumps
    return jumps if farthest >= n - 1 else -1
","""['assert min_jumps([1, 3, 6, 1, 0, 9], 6) == 3', 'assert min_jumps([1, 3, 5, 8, 9, 2, 6, 7, 6, 8, 9], 11) == 3', 'assert min_jumps([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 11) == 10']""","Write a function to find the minimum number of jumps required to reach the end of a given integer array, where each element represents the maximum number of steps that can be taken forward from that element.

Example:

min_jumps(lst: list[int], n: int) -> int:
"
